Hprev,Cprev,Deaths,output,replicate
33.5714285714286,26.4285714285714,652,12,9
39.0,43.2857142857143,619,12,10
6.28571428571429,20.0,880,12,11
28.2857142857143,35.5714285714286,726,12,12
17.2857142857143,28.2857142857143,731,12,13
35.5714285714286,34.7142857142857,673,12,14
64.2857142857143,44.1428571428571,557,12,15
20.1428571428571,21.4285714285714,736,12,16
36.1428571428571,35.8571428571429,699,12,17
17.2857142857143,22.5714285714286,770,12,18
23.5714285714286,38.8571428571429,660,12,19
17.0,23.1428571428571,768,12,20
103.0,57.0,396,13,1
77.4285714285714,46.4285714285714,456,13,2
22.8571428571429,32.8571428571429,606,13,3
100.571428571429,50.5714285714286,402,13,4
85.1428571428571,55.2857142857143,412,13,5
41.8571428571429,30.4285714285714,553,13,6
44.1428571428571,32.2857142857143,564,13,7
95.4285714285714,58.2857142857143,400,13,8
88.1428571428571,39.0,450,13,9
90.8571428571429,55.7142857142857,470,13,10
57.2857142857143,45.4285714285714,484,13,11
74.4285714285714,38.2857142857143,471,13,12
104.428571428571,49.0,373,13,13
103.0,52.8571428571429,426,13,14
67.1428571428571,43.5714285714286,505,13,15
58.4285714285714,42.1428571428571,471,13,16
68.4285714285714,34.0,454,13,17
62.7142857142857,45.0,487,13,18
91.7142857142857,43.8571428571429,463,13,19
71.8571428571429,57.7142857142857,449,13,20
97.7142857142857,40.5714285714286,178,14,1
105.857142857143,27.8571428571429,187,14,2
82.5714285714286,18.8571428571429,103,14,3
104.0,28.8571428571429,174,14,4
102.285714285714,37.7142857142857,258,14,5
110.285714285714,23.4285714285714,146,14,6
31.5714285714286,4.57142857142857,29,14,7
90.1428571428571,22.4285714285714,216,14,8
74.4285714285714,24.8571428571429,128,14,9
106.0,25.4285714285714,204,14,10
41.0,10.5714285714286,66,14,11
84.8571428571429,33.5714285714286,172,14,12
118.714285714286,34.8571428571429,239,14,13
76.4285714285714,26.4285714285714,134,14,14
88.7142857142857,27.4285714285714,187,14,15
63.0,15.4285714285714,69,14,16
124.285714285714,38.1428571428571,188,14,17
108.142857142857,31.5714285714286,260,14,18
38.8571428571429,20.7142857142857,446,14,19
94.7142857142857,32.0,170,14,20
56.2857142857143,22.2857142857143,83,15,1
56.4285714285714,14.0,73,15,2
13.8571428571429,3.0,26,15,3
0.0,0.0,0,15,4
10.2857142857143,0.285714285714286,19,15,5
17.1428571428571,1.28571428571429,12,15,6
21.1428571428571,7.42857142857143,38,15,7
11.5714285714286,3.42857142857143,23,15,8
23.0,3.28571428571429,23,15,9
17.1428571428571,2.42857142857143,18,15,10
16.1428571428571,0.857142857142857,33,15,11
32.2857142857143,6.42857142857143,42,15,12
6.71428571428571,3.57142857142857,8,15,13
14.1428571428571,4.85714285714286,31,15,14
4.71428571428571,0.285714285714286,7,15,15
21.7142857142857,8.57142857142857,23,15,16
4.14285714285714,2.28571428571429,5,15,17
5.28571428571429,1.57142857142857,4,15,18
9.42857142857143,5.28571428571429,18,15,19
18.2857142857143,4.14285714285714,16,15,20
0,0,0,16,1
3.85714285714286,0.0,5,16,2
1.85714285714286,0.285714285714286,3,16,3
0.285714285714286,0.428571428571429,0,16,4
2.57142857142857,0.0,5,16,5
0.428571428571429,0.0,1,16,6
0.0,0.0,1,16,7
1.57142857142857,0.0,5,16,8
0.571428571428571,0.0,0,16,9
0.0,0.0,0,16,10
1.57142857142857,0.428571428571429,0,16,11
1.0,0.0,1,16,12
0.0,0.0,0,16,13
2.28571428571429,0.0,1,16,14
0,0,0,16,15
1.14285714285714,2.28571428571429,2,16,16
0.857142857142857,1.0,3,16,17
2.14285714285714,0.0,7,16,18
3.42857142857143,1.28571428571429,3,16,19
3.57142857142857,0.0,6,16,20
0.571428571428571,0.0,1,17,1
0.857142857142857,0.0,0,17,2
0.0,0.0,0,17,3
0.0,0.0,0,17,4
0,0,0,17,5
0.0,0.0,0,17,6
0.0,0.0,0,17,7
0.0,0.0,1,17,8
0,0,0,17,9
0,0,0,17,10
0.0,0.0,0,17,11
0,0,0,17,12
0,0,0,17,13
0.714285714285714,0.0,0,17,14
0,0,0,17,15
0.428571428571429,0.0,0,17,16
0.0,0.0,0,17,17
0.0,0.0,0,17,18
0.0,0.0,1,17,19
0.0,0.0,0,17,20
0,0,0,18,1
0,0,0,18,2
0,0,0,18,3
0,0,0,18,4
0,0,0,18,5
0,0,0,18,6
0,0,0,18,7
0.0,0.0,0,18,8
0,0,0,18,9
0,0,0,18,10
0,0,0,18,11
0,0,0,18,12
0,0,0,18,13
0,0,0,18,14
0,0,0,18,15
0,0,0,18,16
0,0,0,18,17
0.0,0.0,0,18,18
0,0,0,18,19
0,0,0,18,20
0,0,0,19,1
0,0,0,19,2
0,0,0,19,3
0,0,0,19,4
0,0,0,19,5
0,0,0,19,6
0,0,0,19,7
0,0,0,19,8
0,0,0,19,9
0,0,0,19,10
0,0,0,19,11
0,0,0,19,12
0,0,0,19,13
0,0,0,19,14
0,0,0,19,15
0,0,0,19,16
0,0,0,19,17
0,0,0,19,18
0,0,0,19,19
0,0,0,19,20
0,0,0,20,1
0,0,0,20,2
0,0,0,20,3
0,0,0,20,4
0,0,0,20,5
0,0,0,20,6
0,0,0,20,7
0,0,0,20,8
0,0,0,20,9
0,0,0,20,10
0,0,0,20,11
0,0,0,20,12
0,0,0,20,13
0,0,0,20,14
0,0,0,20,15
0,0,0,20,16
0,0,0,20,17
0,0,0,20,18
0,0,0,20,19
0,0,0,20,20
0,0,0,21,1
0,0,0,21,2
0,0,0,21,3
0,0,0,21,4
0,0,0,21,5
0,0,0,21,6
0,0,0,21,7
0,0,0,21,8
0,0,0,21,9
0,0,0,21,10
0,0,0,21,11
0,0,0,21,12
0,0,0,21,13
0,0,0,21,14
0,0,0,21,15
0,0,0,21,16
0,0,0,21,17
0,0,0,21,18
0,0,0,21,19
0,0,0,21,20
8.0,34.2857142857143,2030,22,1
10.5714285714286,34.8571428571429,2054,22,2
15.2857142857143,38.2857142857143,2059,22,3
16.8571428571429,38.0,2062,22,4
10.0,36.2857142857143,2055,22,5
14.2857142857143,32.2857142857143,2014,22,6
8.57142857142857,33.4285714285714,2051,22,7
13.2857142857143,25.1428571428571,2055,22,8
19.5714285714286,51.4285714285714,1880,22,9
17.0,40.4285714285714,2050,22,10
15.1428571428571,39.4285714285714,1999,22,11
8.57142857142857,21.5714285714286,2125,22,12
5.28571428571429,34.1428571428571,2072,22,13
21.7142857142857,38.4285714285714,1812,22,14
19.5714285714286,37.1428571428571,1844,22,15
12.4285714285714,35.0,2041,22,16
15.2857142857143,36.2857142857143,2065,22,17
14.2857142857143,30.4285714285714,2068,22,18
18.4285714285714,41.8571428571429,1918,22,19
17.4285714285714,32.0,2071,22,20
14.4285714285714,41.2857142857143,1736,23,1
28.7142857142857,55.7142857142857,1561,23,2
56.0,75.0,1445,23,3
68.7142857142857,53.0,1284,23,4
37.2857142857143,54.0,1503,23,5
6.14285714285714,16.0,1882,23,6
10.1428571428571,30.4285714285714,1807,23,7
25.1428571428571,43.5714285714286,1616,23,8
13.8571428571429,45.4285714285714,1623,23,9
28.1428571428571,51.5714285714286,1533,23,10
27.0,56.0,1647,23,11
24.7142857142857,40.0,1605,23,12
9.57142857142857,31.7142857142857,1824,23,13
24.8571428571429,52.7142857142857,1629,23,14
17.7142857142857,42.7142857142857,1743,23,15
17.8571428571429,39.4285714285714,1670,23,16
23.7142857142857,41.7142857142857,1686,23,17
17.0,37.7142857142857,1736,23,18
35.5714285714286,49.8571428571429,1537,23,19
54.1428571428571,63.0,1419,23,20
59.0,62.2857142857143,1189,24,1
37.4285714285714,70.5714285714286,1336,24,2
154.285714285714,80.1428571428571,1020,24,3
49.7142857142857,54.4285714285714,1302,24,4
113.714285714286,99.2857142857143,1045,24,5
116.857142857143,78.7142857142857,1072,24,6
40.4285714285714,56.0,1302,24,7
282.285714285714,65.1428571428571,249,24,8
176.857142857143,112.571428571429,984,24,9
91.8571428571429,74.7142857142857,1205,24,10
125.857142857143,89.0,1078,24,11
74.8571428571429,64.8571428571429,1098,24,12
22.0,42.7142857142857,1396,24,13
20.4285714285714,49.5714285714286,1389,24,14
109.0,86.4285714285714,1117,24,15
48.4285714285714,63.5714285714286,1337,24,16
150.428571428571,80.1428571428571,1000,24,17
321.0,145.285714285714,767,24,18
124.285714285714,108.714285714286,1051,24,19
66.0,66.1428571428571,1212,24,20
154.571428571429,74.0,871,25,1
143.571428571429,87.5714285714286,867,25,2
250.0,85.7142857142857,591,25,3
243.0,99.8571428571429,676,25,4
131.714285714286,87.1428571428571,881,25,5
0,0,0,25,6
128.0,79.4285714285714,820,25,7
280.857142857143,98.2857142857143,498,25,8
241.714285714286,102.714285714286,737,25,9
301.714285714286,66.7142857142857,402,25,10
245.142857142857,91.8571428571429,663,25,11
214.285714285714,50.8571428571429,231,25,12
281.857142857143,100.857142857143,521,25,13
191.142857142857,101.571428571429,767,25,14
196.714285714286,94.5714285714286,695,25,15
262.857142857143,100.857142857143,498,25,16
69.7142857142857,10.4285714285714,49,25,17
272.428571428571,91.4285714285714,611,25,18
228.428571428571,106.571428571429,693,25,19
158.571428571429,98.1428571428571,791,25,20
154.0,42.0,179,26,1
6.28571428571429,0.0,5,26,2
138.0,31.7142857142857,150,26,3
55.8571428571429,7.57142857142857,50,26,4
181.0,72.0,353,26,5
154.857142857143,74.1428571428571,675,26,6
15.1428571428571,3.57142857142857,27,26,7
117.428571428571,24.4285714285714,128,26,8
222.285714285714,65.8571428571429,360,26,9
51.1428571428572,7.14285714285714,36,26,10
95.1428571428571,17.8571428571429,100,26,11
102.857142857143,22.1428571428571,122,26,12
153.285714285714,42.8571428571429,206,26,13
170.857142857143,41.7142857142857,204,26,14
106.285714285714,21.0,106,26,15
176.714285714286,48.2857142857143,178,26,16
227.714285714286,73.7142857142857,442,26,17
190.857142857143,58.5714285714286,279,26,18
129.428571428571,35.8571428571429,156,26,19
200.428571428571,58.7142857142857,285,26,20
7.14285714285714,2.28571428571429,8,27,1
7.28571428571429,1.42857142857143,8,27,2
18.0,5.57142857142857,27,27,3
5.28571428571429,1.71428571428571,10,27,4
19.7142857142857,5.57142857142857,20,27,5
10.7142857142857,4.85714285714286,18,27,6
4.71428571428571,3.28571428571429,14,27,7
21.0,5.0,16,27,8
43.1428571428572,8.57142857142857,48,27,9
34.2857142857143,8.14285714285714,49,27,10
8.14285714285714,2.0,6,27,11
17.8571428571429,2.28571428571429,24,27,12
0,0,0,27,13
5.28571428571429,1.57142857142857,6,27,14
6.85714285714286,0.142857142857143,7,27,15
15.2857142857143,3.0,13,27,16
17.1428571428571,4.42857142857143,19,27,17
3.42857142857143,1.85714285714286,13,27,18
21.4285714285714,6.57142857142857,29,27,19
22.5714285714286,4.0,41,27,20
2.14285714285714,0.0,1,28,1
0.0,0.0,0,28,2
1.71428571428571,1.0,3,28,3
0.0,0.0,2,28,4
0.142857142857143,0.0,0,28,5
0.571428571428571,0.0,6,28,6
2.0,0.0,0,28,7
0.428571428571429,0.0,1,28,8
0.428571428571429,0.142857142857143,0,28,9
0,0,0,28,10
0.0,1.0,2,28,11
5.0,1.42857142857143,6,28,12
0.0,0.0,0,28,13
4.0,1.0,1,28,14
1.0,0.0,0,28,15
1.14285714285714,0.0,2,28,16
0,0,0,28,17
0,0,0,28,18
0.0,0.0,0,28,19
2.14285714285714,0.0,1,28,20
0.0,0.0,1,29,1
0.0,0.0,0,29,2
0,0,0,29,3
0,0,0,29,4
0,0,0,29,5
0,0,0,29,6
0,0,0,29,7
0.0,0.0,0,29,8
0.0,0.0,0,29,9
0,0,0,29,10
0.0,0.0,0,29,11
0,0,0,29,12
0.0,0.0,0,29,13
0.0,0.0,0,29,14
0,0,0,29,15
0,0,0,29,16
0,0,0,29,17
0,0,0,29,18
0,0,0,29,19
0,0,0,29,20
0,0,0,30,1
0,0,0,30,2
0,0,0,30,3
0,0,0,30,4
0,0,0,30,5
0,0,0,30,6
0,0,0,30,7
0,0,0,30,8
0,0,0,30,9
0,0,0,30,10
0.0,0.0,0,30,11
0,0,0,30,12
0,0,0,30,13
0,0,0,30,14
0,0,0,30,15
0,0,0,30,16
0,0,0,30,17
0,0,0,30,18
0,0,0,30,19
0,0,0,30,20
0,0,0,31,1
0,0,0,31,2
0,0,0,31,3
0,0,0,31,4
0,0,0,31,5
0,0,0,31,6
0,0,0,31,7
0,0,0,31,8
0,0,0,31,9
0,0,0,31,10
0,0,0,31,11
0,0,0,31,12
0,0,0,31,13
0,0,0,31,14
0,0,0,31,15
0,0,0,31,16
0,0,0,31,17
0,0,0,31,18
0,0,0,31,19
0,0,0,31,20
0,0,0,32,1
0,0,0,32,2
0,0,0,32,3
0,0,0,32,4
0,0,0,32,5
0,0,0,32,6
0,0,0,32,7
0,0,0,32,8
0,0,0,32,9
0,0,0,32,10
0,0,0,32,11
0,0,0,32,12
0,0,0,32,13
0,0,0,32,14
0,0,0,32,15
0,0,0,32,16
0,0,0,32,17
0,0,0,32,18
0,0,0,32,19
0,0,0,32,20
15.1428571428571,56.2857142857143,3031,33,1
12.2857142857143,42.4285714285714,3128,33,2
20.8571428571429,59.4285714285714,3174,33,3
9.85714285714286,47.8571428571429,3119,33,4
12.7142857142857,38.1428571428571,3110,33,5
17.2857142857143,43.8571428571429,3139,33,6
13.1428571428571,40.2857142857143,3059,33,7
12.8571428571429,33.5714285714286,3058,33,8
26.7142857142857,71.4285714285714,3020,33,9
24.0,65.7142857142857,2982,33,10
10.1428571428571,54.1428571428571,3068,33,11
14.1428571428571,49.4285714285714,3032,33,12
10.5714285714286,45.1428571428571,3043,33,13
12.0,32.2857142857143,3196,33,14
3.42857142857143,24.0,3213,33,15
9.28571428571429,50.4285714285714,3122,33,16
8.14285714285714,45.8571428571429,3147,33,17
13.1428571428571,45.1428571428571,3176,33,18
9.28571428571429,36.7142857142857,3120,33,19
7.85714285714286,51.5714285714286,3133,33,20
21.0,53.5714285714286,2756,34,1
12.8571428571429,44.8571428571429,2601,34,2
12.2857142857143,37.4285714285714,2788,34,3
17.2857142857143,48.2857142857143,2709,34,4
14.7142857142857,59.7142857142857,2757,34,5
18.4285714285714,54.5714285714286,2707,34,6
21.1428571428571,56.8571428571429,2616,34,7
23.5714285714286,52.4285714285714,2501,34,8
13.4285714285714,40.5714285714286,2743,34,9
14.8571428571429,46.7142857142857,2834,34,10
22.7142857142857,59.5714285714286,2697,34,11
37.4285714285714,68.5714285714286,2540,34,12
37.2857142857143,64.4285714285714,2600,34,13
55.5714285714286,85.0,2268,34,14
32.8571428571429,45.8571428571429,2703,34,15
18.2857142857143,41.7142857142857,2729,34,16
12.7142857142857,41.5714285714286,2693,34,17
16.4285714285714,45.4285714285714,2684,34,18
8.14285714285714,49.4285714285714,2718,34,19
20.5714285714286,65.4285714285714,2701,34,20
32.7142857142857,73.4285714285714,2038,35,1
39.8571428571429,64.7142857142857,2171,35,2
54.0,86.5714285714286,1976,35,3
37.2857142857143,62.4285714285714,2130,35,4
69.0,95.2857142857143,1885,35,5
47.0,74.2857142857143,2125,35,6
23.8571428571429,55.2857142857143,2305,35,7
19.8571428571429,48.2857142857143,2301,35,8
42.0,71.5714285714286,2004,35,9
34.7142857142857,55.7142857142857,2094,35,10
59.8571428571429,87.7142857142857,1970,35,11
17.5714285714286,52.4285714285714,2260,35,12
44.1428571428571,69.7142857142857,2024,35,13
56.7142857142857,76.4285714285714,1886,35,14
23.4285714285714,45.7142857142857,2308,35,15
72.1428571428571,97.8571428571429,1932,35,16
29.1428571428571,54.2857142857143,2121,35,17
39.2857142857143,61.0,2129,35,18
64.0,100.571428571429,1821,35,19
41.5714285714286,58.5714285714286,2139,35,20
264.571428571429,159.571428571429,1211,36,1
461.714285714286,108.285714285714,512,36,2
125.714285714286,110.428571428571,1509,36,3
214.142857142857,148.142857142857,1317,36,4
190.0,123.142857142857,1346,36,5
266.0,159.714285714286,1261,36,6
20.2857142857143,41.2857142857143,1909,36,7
565.142857142857,157.0,603,36,8
166.428571428571,97.1428571428571,1442,36,9
331.714285714286,163.714285714286,1169,36,10
78.2857142857143,83.4285714285714,1600,36,11
222.428571428571,122.0,1408,36,12
224.714285714286,125.714285714286,1332,36,13
545.857142857143,151.428571428571,748,36,14
