1 526038.897466127 188955.890951099
2 538911.25220026 180221.923362338
3 536412.8282647 181764.16672268
4 536259.909152648 181209.03791658
5 534330.812413743 181687.940311931
6 538304.563097784 180150.557095209
7 476361.873160704 134862.543624572
8 525000.896822499 183463.18538151
9 535965.502145018 185035.389643646
10 527467.118389706 179698.910076047
11 526703.518400275 182615.54749103
12 525265.878329304 183103.870271571
13 533273.963547455 182069.130715315
14 522105.6751533 185045.507973863
15 524009.506883322 187148.313641498
16 524510.107820403 177480.691449872
17 517158.169176697 183549.982052489
18 526830.407646044 180894.828497674
19 529931.723094399 184286.895932856
20 534141.724650442 185368.763372914
21 392562.93841644 391538.65055644
22 509405.995539439 207261.685769726
23 445518.431911644 301828.476404024
24 458033.043465051 293678.301790481
25 393215.773576554 407760.21458383
26 466273.042935157 281854.838460448
27 493679.371571565 236266.983298904
28 511667.283053231 228105.114299293
29 535174.2321479 178249.987768213
30 464395.52323237 206819.384017716
31 454810.991704812 315015.066123727
32 500058.149865837 223372.45667563
33 516464.322763062 182599.983307921
34 433595.216322965 314906.344073024
35 416881.221505366 347587.320454654
36 529960.188976552 174898.657832336
37 532693.758688581 175713.752354429
38 420534.630117225 558576.622391201
39 354765.595003679 399692.753547645
40 351492.072077731 393491.619759595
41 385723.773596762 400589.382350686
42 399096.071477407 478939.578875492
43 395019.665828675 373329.532873257
44 385930.524834472 433551.569829684
45 417237.069846792 394687.516889571
46 443187.9837397 389469.76774715
47 377944.50906793 389577.191432587
48 408490.992061345 457095.73001556
49 415807.229588068 455525.835522283
50 382225.987356281 397359.212028454
51 429130.0918585 423509.282520097
52 398449.070990471 373127.429077601
53 386785.838054378 394296.383523386
54 419671.769482634 491004.218640867
55 443500.78993557 524198.454864803
56 414602.905004738 368553.315355545
57 450217.932607151 523323.308459226
58 411908.839216971 423966.019760033
59 417310.209278242 376525.448201304
60 441517.869010492 488259.546779941
61 409927.69288751 435326.034030457
62 422484.845828831 429853.908254982
63 434594.817054684 450152.399396761
64 415269.41260321 404171.559658086
65 425904.076782355 381202.695939348
66 398142.749453719 338253.393671212
67 435728.793971147 388225.822531502
68 414813.988883543 376645.67332512
69 399247.489257274 290634.484015566
70 439977.889446199 423418.52490213
71 416429.046005278 329848.266465619
72 403092.37431624 284860.486080224
73 434937.960781481 344191.680620629
74 351537.026951511 383563.631262685
75 445402.704650995 381920.87400618
76 404904.455897741 314366.821196823
77 464087.473858028 331484.055310944
78 409401.191319913 407156.816630602
79 440192.688736991 342087.842708307
80 390568.154546548 359184.593089527
81 401146.181935276 330009.858170866
82 406811.444955421 321651.309619726
83 367449.569566767 198404.10860876
84 495407.197169893 436711.825714653
85 389252.298054411 350525.64756423
86 408470.488463144 304305.56322547
87 407604.621518244 223775.214353008
88 403223.766789843 231234.711802668
89 420915.848531295 321661.571647224
90 373977.624319187 249750.44653499
91 341946.987635747 306386.122089059
92 420631.373319292 252323.393084291
93 450117.353722833 207463.420058137
94 386298.004514791 169884.165988113
95 426465.457069548 210028.431739895
96 456940.24531111 214044.677528102
97 461527.176309816 211249.325765185
98 427458.165802322 239277.827838964
99 449992.323467511 169928.006986577
100 445350.461847198 330962.224012899
101 421659.159601469 308431.648190427
102 306313.153966075 217069.240574978
103 582360.034141929 308273.158414705
104 272548.090138474 217546.726095311
105 318610.7141284 344285.847690279
106 369920.900127283 272775.736384288
107 547580.820134717 191888.746914466
108 503711.056698348 241827.404376975
109 450511.321583304 254474.652225737
110 426352.567651872 315285.137974605
111 487938.179089944 304001.553108738
112 456555.368644053 308143.148834306
113 469170.406470803 329580.297584745
114 540465.447498257 293489.039364315
115 477708.314828655 227836.363650204
116 460368.660380754 243340.037169294
117 304826.51637679 75951.7424272572
118 375834.944077679 301700.152725795
119 356011.807788467 201627.765874218
120 546061.924383542 222931.652911061
121 408991.466352779 285060.297225283
122 345516.070456916 436611.898037249
123 457945.856788949 179014.322005784
124 340100.07883219 235763.452099229
125 426380.887120458 364136.52333744
126 335309.185533497 136627.226739044
127 506109.071309994 137949.148711218
128 353059.550777532 161896.035485533
129 403968.913184954 150517.894341036
130 256111.727102276 116015.852536427
131 456765.511737812 232628.043290521
132 345934.705679153 250534.245518583
133 400458.016250337 349148.173098585
134 410919.705012895 388354.695367476
135 420378.177616944 328993.131339568
136 295056.474535835 106121.789840797
137 266402.872220245 126444.029952188
138 453355.696393343 127450.570657806
139 541962.336093518 135259.210491143
140 579354.262743922 203742.675920504
141 555319.584912002 201145.857747625
142 545903.825354888 199009.5481616
143 504175.852839011 138449.738611245
144 510832.48946124 158838.946839897
145 562764.620534418 178507.567385975
146 585253.928238482 200336.870143624
147 549398.922511567 108877.531623153
148 518051.778156421 156200.285648199
149 491562.334604013 151760.507353839
150 567297.360005661 204712.22285166
151 535745.737540773 117049.972328923
152 576468.394011875 175802.515263558
