153 388230.926677073 96743.0580998111
154 405035.557160394 114571.724922715
155 385156.166160643 206882.304467386
156 428230.919073492 179930.901587543
157 429484.684805961 147514.573371537
158 437481.165962309 152782.76912425
159 454171.086809803 144018.979928435
160 461858.512441336 159149.423625217
161 461694.730592532 143292.280155429
162 417649.717209628 184529.58349747
163 485044.483041019 148353.647092555
164 465196.723061271 201315.717944704
165 461709.585761523 158520.808014182
166 426090.460043141 174852.874426985
167 417602.646801982 192092.31731978
168 432449.675080894 107968.011787491
169 599543.449812466 221460.469801709
170 555872.848606894 172813.177204588
171 530583.100880675 196199.483046212
172 526643.027132562 197213.836087192
173 519667.909835274 192552.373211194
174 565418.099241058 163964.569052014
175 542783.206234214 199117.387187692
176 524237.579559944 210007.942650456
177 558265.873705269 184578.970745148
178 506649.3338059 236903.041345901
179 497569.803338933 234061.363003018
180 496513.159140637 255416.752702495
181 363756.472177416 407788.817629346
182 364466.938193684 445458.448519175
183 386981.668246948 382171.324879357
184 362714.899546745 444826.98323562
185 383456.288616996 290015.996025269
186 437551.558215629 218922.130447433
187 357752.571977927 363420.688390094
188 324860.923966932 359292.494116475
189 400470.319409929 292484.213490922
190 327978.301092746 351579.565951363
191 538930.030448222 214714.066836948
192 384038.362753757 384901.683206536
193 431387.473796141 339910.746994858
194 541238.813831494 230031.874066545
195 364558.916152441 204596.569574327
196 360538.710318805 436096.077742789
197 494276.320155812 337440.295877725
198 556407.405774716 324453.359355133
199 520718.635969134 323847.258281321
200 508083.597753554 342529.019999682
201 534163.844860072 328397.293673024
202 494609.093191992 340339.615153233
203 521783.977424456 350600.270234222
204 534742.208904721 359119.179292653
205 578739.803252129 309587.994813116
206 523851.81309095 341799.019704539
207 528827.731757549 325573.97331198
208 536775.533951784 337470.645383524
209 532064.692377534 325047.246331189
210 610019.330908313 313927.558259317
211 591137.825231871 327231.730532958
212 495082.316083465 330902.708842527
213 477409.765324108 371390.542358433
214 517550.626819258 312777.03498921
215 494741.921935732 349020.423683095
216 485014.596130187 418471.7873617
217 513271.786263003 295509.821421182
218 477893.157691886 366437.780715932
219 619119.62161467 299793.909744683
220 453924.62991906 403271.902084827
221 469801.647447603 352061.703843989
222 456668.670605705 409305.807571188
223 467248.262240009 410499.566212701
224 472565.118723671 293381.618701643
225 452462.527655828 354935.304938937
226 449723.380821189 433786.946981918
227 435646.354049386 441652.044648073
228 460571.492202166 355996.31840101
229 436772.656104791 257052.074596489
230 435022.786500307 274206.844914177
231 454448.883438485 261649.509372101
232 459453.605096009 251801.735205515
233 458632.717418964 344227.717533719
234 418120.859375827 259345.128916771
235 412426.702499583 224448.497089254
236 420092.952684423 227650.445528364
237 409174.118210846 254279.634003586
238 384537.135404386 300874.853680161
239 419386.837108704 210574.212911637
240 384561.208618186 182266.605032074
241 410079.959521235 281768.34148595
242 348055.961968743 120639.931834924
243 407590.303817167 313314.526355394
244 438675.320625538 201281.305275873
245 435845.368101148 243417.043922581
246 435445.630868285 265748.17937072
247 503935.885731073 211611.081721814
248 387370.618069429 163575.266604201
249 448639.364220223 235339.97966121
250 514473.83107575 276905.001411145
251 611838.27985337 253466.821470886
252 591627.434804842 252969.216238416
253 615647.64877655 267022.997120748
254 543611.01207875 214103.899810843
255 532227.953571269 265855.625018922
256 551407.3241632 210583.185173091
257 431052.959206175 258063.945418956
258 524272.793061603 241511.91857748
259 512645.321943268 210833.792643239
260 504367.169531908 165524.445554485
261 538677.698813112 226135.890281272
262 503978.813920752 175936.266294801
263 517397.415707584 161470.675591149
264 584688.46781186 268053.602883933
265 539145.391297661 268500.972071
266 416967.888081178 338114.593218716
267 573683.025588736 255870.127389862
268 451553.75746977 231673.66677678
269 488414.001672817 133914.350152145
270 437460.175172428 244328.054806897
271 523688.221731788 133955.346469666
272 429904.915131176 252977.267160136
273 437516.962342778 253526.797324073
274 455071.532846195 179135.81847287
275 294476.333947422 153586.461477995
276 386357.770934884 256420.654766725
277 360230.490051419 278250.260528134
278 452362.833984578 219934.088397866
279 459077.07498708 183849.42001329
280 400639.5619366 246921.523517786
281 406312.207908899 247051.351379526
282 328493.265226017 90724.8478781655
283 508372.677940363 144877.182672829
284 363391.049941275 277790.712915882
285 448609.037033714 258430.799442597
286 356500.417357612 317467.54854318
287 493066.9110184 146342.44523548
288 252460.197940326 226625.111869297
289 278651.007214134 292499.636641406
290 343765.57052048 203080.011603438
291 377981.57288302 330420.627052051
292 380888.683822633 331122.879531715
293 373567.427749108 365538.544107415
294 410204.689824119 263571.085723491
295 337411.357847841 254037.734504292
296 405044.116828429 418832.889914532
297 349780.678362825 276712.794331433
298 371684.540387564 310253.350903743
299 416282.874725708 344575.831589284
300 311609.865155323 255788.876127542
301 314331.899562577 356898.353625919
302 219250.962159915 68854.8908068127
303 316860.37725285 162868.567704727
304 430411.293311156 254340.580566427
305 428613.824618515 541452.55803283
306 368934.236234518 248160.992543271
307 447884.976153213 268627.578744723
308 416054.390537631 277324.056642253
309 403014.998915487 299164.55303553
310 453543.492306881 285177.307322303
311 408296.455607444 307163.209990904
312 365791.294173928 281986.057384836
313 351199.161516513 324949.560918519
314 305668.779437419 206633.267162321
315 255293.107256688 343198.845644439
316 308682.4405189 341347.279516362
317 315232.297119318 331971.108105008
318 371901.098592973 328810.394338363
319 256875.198501456 352597.542161989
320 343174.400952124 340672.350979606
321 322814.902442599 315526.384616962
322 362316.667967972 317459.410232105
323 309249.328793864 353951.993504359
324 303013.477023902 359947.369322405
325 476026.93527189 262211.660739929
326 293017.875474955 338008.51812637
327 330990.703277007 244492.658669237
328 269094.111488106 209247.59877494
329 329627.354466679 312468.259157934
330 292999.786595878 237511.973248501
331 297319.573599008 234904.907750166
332 297157.074232894 253598.310262463
333 246647.794463606 225788.547439942
334 273189.800921877 199638.276937112
335 306990.559893632 187214.621473756
336 279344.189665214 224063.132040462
337 260400.691230084 241846.985867255
338 246385.829524031 205989.643070879
339 296539.411217163 197402.871161695
340 303638.217473252 197974.649030089
341 291376.52555856 200169.950940517
342 266351.909368193 204693.152172401
343 292825.262567829 179791.828851865
344 268117.435186984 232695.116302487
345 222645.658407635 211682.037357159
346 292730.398866592 238954.234781634
347 339881.541605093 204015.027201027
348 328803.357507408 197689.375011541
